img_id,folder_name,category_id,category_abbre,category_full_name,yolo_labels,places365_label
011296.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,toilet,
011297.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,boat,
011298.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011299.jpg,DIFFUSE,20,LS-Dif,Diffuse,potted plant,
011300.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,vase,
011301.jpg,SCATTER,24,P-Scat,Scatter,"cake,banana",
011302.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"kite,umbrella",
011303.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
011304.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,cake,
011305.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"person,tennis racket",
011306.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,dog,
011307.jpg,PATTERN,23,PL-Pat,Pattern,bicycle,
011309.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
011311.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,potted plant,
011313.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
011314.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011315.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,,
011316.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
011317.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,person,
011318.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
011319.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011320.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011321.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,bear,
011322.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011323.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,,
011324.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"person,skis",
011325.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,train,
011326.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011327.jpg,DIFFUSE,20,LS-Dif,Diffuse,umbrella,
011330.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011331.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"person,sheep",
011332.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bird,
011333.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,remote,
011334.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,clock",
011335.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"person,skateboard",
011336.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011337.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,remote,
011338.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
011339.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,toilet,
011340.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
011341.jpg,PERSPECTIVE,21,S-Per,Perspective,,
011343.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"person,baseball glove",
011344.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,,
011345.jpg,DIFFUSE,20,LS-Dif,Diffuse,umbrella,
011346.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
011347.jpg,DENSE,22,PL-Den,Random- Dense,potted plant,
011348.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,vase,
011349.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011351.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,sports ball,
011352.jpg,SCATTER,24,P-Scat,Scatter,bird,
011353.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,dog,
011354.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011355.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011356.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bird,
011357.jpg,DENSE,22,PL-Den,Random- Dense,,
011358.jpg,PERSPECTIVE,21,S-Per,Perspective,,
011359.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"bench,person",
011360.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011362.jpg,SCATTER,24,P-Scat,Scatter,"bowl,dining table,spoon",
011364.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011365.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,sandwich,
011366.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
011367.jpg,DENSE,22,PL-Den,Random- Dense,,
011368.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
011369.jpg,PERSPECTIVE,21,S-Per,Perspective,,
011370.jpg,SCATTER,24,P-Scat,Scatter,kite,
011371.jpg,SCATTER,24,P-Scat,Scatter,person,
011372.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
011373.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,stop sign,
011374.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,bird,
011375.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,cow,
011376.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011377.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"person,chair",
011378.jpg,SCATTER,24,P-Scat,Scatter,vase,
011379.jpg,PERSPECTIVE,21,S-Per,Perspective,car,
011380.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011381.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
011382.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,clock,
011383.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"person,kite",
011384.jpg,DENSE,22,PL-Den,Random- Dense,"carrot,baseball bat",
011386.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cat,
011388.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011389.jpg,DENSE,22,PL-Den,Random- Dense,,
011390.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
011391.jpg,DENSE,22,PL-Den,Random- Dense,bed,
011392.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
011393.jpg,DIFFUSE,20,LS-Dif,Diffuse,bench,
011396.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,elephant,
011397.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
011398.jpg,SCATTER,24,P-Scat,Scatter,,
011399.jpg,PATTERN,23,PL-Pat,Pattern,chair,
011400.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,remote,
011402.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011403.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011404.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
011406.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,scissors,
011407.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bottle,
011408.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011409.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
011410.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cell phone,
011411.jpg,SCATTER,24,P-Scat,Scatter,"tie,person",
011413.jpg,DIFFUSE,20,LS-Dif,Diffuse,scissors,
011414.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011415.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
011416.jpg,PERSPECTIVE,21,S-Per,Perspective,traffic light,
011417.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,skateboard,
011418.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011419.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011420.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011421.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011422.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011423.jpg,SCATTER,24,P-Scat,Scatter,"person,teddy bear",
011424.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011425.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,vase,
011426.jpg,PATTERN,23,PL-Pat,Pattern,,
011427.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
011428.jpg,DENSE,22,PL-Den,Random- Dense,broccoli,
011428.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,broccoli,
011429.jpg,DENSE,22,PL-Den,Random- Dense,car,
011430.jpg,DENSE,22,PL-Den,Random- Dense,,
011431.jpg,SCATTER,24,P-Scat,Scatter,person,
011432.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
011433.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"bowl,vase,potted plant,dining table",
011434.jpg,PATTERN,23,PL-Pat,Pattern,"bus,chair",
011435.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011436.jpg,PERSPECTIVE,21,S-Per,Perspective,,
011437.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,teddy bear,
011438.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
011439.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
011440.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011441.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,,
011444.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011445.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
011446.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,person,
011447.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
011448.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011449.jpg,DENSE,22,PL-Den,Random- Dense,person,
011450.jpg,SCATTER,24,P-Scat,Scatter,"orange,dining table",
011451.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011452.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011453.jpg,PATTERN,23,PL-Pat,Pattern,,
011454.jpg,PERSPECTIVE,21,S-Per,Perspective,fire hydrant,
011455.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,dog,
011456.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
011457.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011458.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
011459.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,car",
011460.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"person,dog",
011461.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011464.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011465.jpg,DENSE,22,PL-Den,Random- Dense,cake,
011466.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,scissors,
011467.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
011468.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,dog,
011469.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
011470.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
011471.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"dog,bicycle",
011472.jpg,PERSPECTIVE,21,S-Per,Perspective,train,
011474.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,person,
011475.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,teddy bear,
011476.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
011477.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011478.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,apple,
011479.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"person,microwave,sink,handbag",
011480.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"frisbee,dog",
011481.jpg,SCATTER,24,P-Scat,Scatter,cake,
011482.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"surfboard,bird",
011483.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
011484.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
011485.jpg,DIFFUSE,20,LS-Dif,Diffuse,clock,
011486.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
011488.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
011489.jpg,SCATTER,24,P-Scat,Scatter,kite,
011490.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011491.jpg,SCATTER,24,P-Scat,Scatter,"potted plant,toilet",
011492.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,banana,
011493.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,sink,
011494.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011495.jpg,PERSPECTIVE,21,S-Per,Perspective,,
011496.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"person,potted plant,microwave",
011497.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011498.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,apple,
011499.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,dog,
011500.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
011501.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
011502.jpg,SCATTER,24,P-Scat,Scatter,potted plant,
011503.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,person,
011504.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
011505.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,vase,
011506.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
011507.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
011508.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,cell phone,
011509.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"car,clock",
011510.jpg,PATTERN,23,PL-Pat,Pattern,,
011511.jpg,PATTERN,23,PL-Pat,Pattern,,
011512.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,boat,
011513.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,,
011514.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,kite,
011515.jpg,PERSPECTIVE,21,S-Per,Perspective,,
011516.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,train,
011517.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,dog,
011518.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,dog,
011519.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,remote,
011521.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"apple,dining table",
011522.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
011523.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
011524.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
011525.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,cat,
011526.jpg,SCATTER,24,P-Scat,Scatter,clock,
011527.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
011528.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011529.jpg,SCATTER,24,P-Scat,Scatter,bird,
011530.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,dog,
011531.jpg,PATTERN,23,PL-Pat,Pattern,chair,
011532.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011533.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,vase,
011534.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
011536.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011537.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011538.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,book,
011539.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"person,tie",
011540.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,"dog,teddy bear",
011541.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"bear,elephant",
011542.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
011543.jpg,SCATTER,24,P-Scat,Scatter,"bottle,clock,refrigerator",
011544.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,surfboard,
011545.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
011546.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"kite,person",
011547.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
011549.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,airplane,
011550.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011551.jpg,SCATTER,24,P-Scat,Scatter,donut,
011552.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011553.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,toothbrush,
011554.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"bowl,dining table,mouse",
011555.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,backpack,suitcase",
011557.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,horse,
011558.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
011561.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"cup,wine glass,toothbrush",
011562.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
011563.jpg,PATTERN,23,PL-Pat,Pattern,train,
011565.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,airplane,
011566.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011567.jpg,PATTERN,23,PL-Pat,Pattern,,
011568.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,bottle",
011569.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
011571.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011572.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011573.jpg,DENSE,22,PL-Den,Random- Dense,,
011576.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,tie",
011577.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011578.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
011579.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"donut,person",
011580.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011581.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011582.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,apple,
011583.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
011584.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
011585.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"kite,boat",
011586.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
011587.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,carrot,
011588.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
011589.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,person,
011590.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"bird,kite",
011591.jpg,PATTERN,23,PL-Pat,Pattern,chair,
011592.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
011593.jpg,PATTERN,23,PL-Pat,Pattern,,
011594.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"person,surfboard",
011595.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,clock,
011597.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
011598.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,apple,
011599.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011600.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
011601.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"person,cell phone",
011603.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,clock,
011604.jpg,DENSE,22,PL-Den,Random- Dense,motorcycle,
011605.jpg,PERSPECTIVE,21,S-Per,Perspective,person,
011606.jpg,PATTERN,23,PL-Pat,Pattern,chair,
011607.jpg,PATTERN,23,PL-Pat,Pattern,,
011608.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
011609.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"baseball glove,person",
011610.jpg,SCATTER,24,P-Scat,Scatter,clock,
011611.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
011612.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
011613.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
011614.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
011615.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,fire hydrant,
011616.jpg,PERSPECTIVE,21,S-Per,Perspective,,
011617.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,clock,
011618.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011619.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"orange,person",
011620.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
011621.jpg,PERSPECTIVE,21,S-Per,Perspective,"person,train",
011622.jpg,PATTERN,23,PL-Pat,Pattern,"surfboard,knife",
011623.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"frisbee,orange",
011624.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
011625.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011626.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
011627.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,potted plant,
011628.jpg,PERSPECTIVE,21,S-Per,Perspective,"person,clock",
011629.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,stop sign,
011630.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"dining table,bowl,sandwich",
011631.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
011632.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,dog,
011633.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,,
011634.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table",
011635.jpg,PATTERN,23,PL-Pat,Pattern,,
011637.jpg,PATTERN,23,PL-Pat,Pattern,,
011638.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,tie,
011639.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
011641.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
011642.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011643.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,clock,
011644.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011645.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"train,truck",
011646.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table",
011647.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
011648.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
011649.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,,
011650.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table,apple",
011651.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,parking meter,
011652.jpg,PATTERN,23,PL-Pat,Pattern,cup,
011653.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,toilet,
011654.jpg,DENSE,22,PL-Den,Random- Dense,,
011655.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011656.jpg,DENSE,22,PL-Den,Random- Dense,apple,
011657.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"bird,bear",
011658.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"bird,person",
011659.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,bird,
011660.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
011661.jpg,PATTERN,23,PL-Pat,Pattern,,
011662.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
011664.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
011665.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
011666.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,vase,
011667.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
011668.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table",
011669.jpg,PATTERN,23,PL-Pat,Pattern,,
011670.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
011672.jpg,SCATTER,24,P-Scat,Scatter,keyboard,
011673.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
011674.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
011675.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
011675.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
011676.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"giraffe,car",
011677.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
011679.jpg,SCATTER,24,P-Scat,Scatter,cell phone,
011680.jpg,DENSE,22,PL-Den,Random- Dense,,
011681.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
011682.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,sheep,
011683.jpg,SCATTER,24,P-Scat,Scatter,pizza,
011684.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
011685.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,person,
011686.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,boat,
011687.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,bird,
